city_town,ward,precinct,receiver,votes,office,district
Amherst,-,7,No Preference,0,President,
Amherst,-,7,Blanks,12,President,
Amherst,-,7,Total Votes Cast,1717,President,
Amherst,-,8,Clinton/ Kaine,1644,President,
Amherst,-,8,Trump/ Pence,124,President,
Amherst,-,8,Johnson/ Weld,42,President,
Amherst,-,8,Stein/ Baraka,80,President,
Amherst,-,8,Mcmullin/ Johnson,2,President,
Amherst,-,8,Kotlikoff/ Leamer,0,President,
Amherst,-,8,Feegbeh/ O'Brien,0,President,
Amherst,-,8,Moorehead/ Lilly,0,President,
Amherst,-,8,Schoenke/ Mitchel,0,President,
Amherst,-,8,All Others,24,President,
Amherst,-,8,No Preference,0,President,
Amherst,-,8,Blanks,16,President,
Amherst,-,8,Total Votes Cast,1932,President,
Amherst,-,9,Clinton/ Kaine,1382,President,
Amherst,-,9,Trump/ Pence,79,President,
Amherst,-,9,Johnson/ Weld,48,President,
Amherst,-,9,Stein/ Baraka,91,President,
Amherst,-,9,Mcmullin/ Johnson,0,President,
Amherst,-,9,Kotlikoff/ Leamer,0,President,
Amherst,-,9,Feegbeh/ O'Brien,0,President,
Amherst,-,9,Moorehead/ Lilly,0,President,
Amherst,-,9,Schoenke/ Mitchel,0,President,
Amherst,-,9,All Others,29,President,
Amherst,-,9,No Preference,0,President,
Amherst,-,9,Blanks,16,President,
Amherst,-,9,Total Votes Cast,1645,President,
Andover,-,1,Clinton/ Kaine,1101,President,
Andover,-,1,Trump/ Pence,433,President,
Andover,-,1,Johnson/ Weld,88,President,
Andover,-,1,Stein/ Baraka,24,President,
Andover,-,1,Mcmullin/ Johnson,1,President,
Andover,-,1,Kotlikoff/ Leamer,0,President,
Andover,-,1,Feegbeh/ O'Brien,0,President,
Andover,-,1,Moorehead/ Lilly,0,President,
